NU_CONTRATO;CO_PRODUTO;CO_UNIDADE;VR_EXPOSICAO;VR_PROVISAO;QT_DIAS_ATRASO
00000000000000000017;291;4366;5399,48;5399,48;1731
00000000000000000018;291;2997;200659,46;200659,46;818
00000000000000000019;291;30;47594,15;47594,15;1570
00000000000000000020;291;1314;266172,36;266172,36;1198
00000000000000000021;291;78;3980,43;3980,43;2683
00000000000000000022;291;1643;61252,01;61252,01;343
00000000000000000023;291;2519;27981,57;13990,79;104
00000000000000000024;291;4642;24501,33;24501,33;93
00000000000000000025;291;3148;51888,35;51888,35;1883
00000000000000000026;291;3508;25908,89;25908,89;1919
00000000000000000027;291;4550;91845,9;91845,9;1531
00000000000000000028;291;4138;10684,75;10684,75;3002
00000000000000000029;291;4885;35309,85;35309,85;805
00000000000000000030;291;2332;8053,67;8053,67;2650
00000000000000000031;291;1499;9896,93;204,37;0
00000000000000000032;291;2199;20713,85;20713,85;1986
00000000000000000033;291;893;61173,26;61173,26;675
00000000000000000034;291;317;5928,84;5928,84;2995
00000000000000000035;291;656;23255,93;23255,93;1452
00000000000000000036;291;2099;19457,08;19457,08;1189
00000000000000000037;291;2881;82885,03;10799,92;0
00000000000000000038;291;1881;41998,73;41998,73;2193
00000000000000000039;291;812;114907,1;114907,1;978
00000000000000000040;291;1721;13525,53;13525,53;946
00000000000000000041;291;646;42166,33;421,66;26
00000000000000000042;291;982;31870,52;31870,52;197
00000000000000000043;291;2403;120452,82;120452,82;1243
00000000000000000044;291;4502;41189,11;41189,11;420
00000000000000000045;291;3278;5800,09;5800,09;2293
00000000000000000046;291;3705;51069,11;2253,17;2
00000000000000000047;291;784;114364,98;114364,98;644
00000000000000000048;291;1829;55563,32;55563,32;2011
00000000000000000049;291;2501;188784,37;188784,37;1169
00000000000000000050;291;2783;2444,71;2444,71;3535
00000000000000000001;303;756;126,16;3,42;0
00000000000000000002;303;1982;126,02;3,41;0
00000000000000000003;303;793;126,32;3,42;0
00000000000000000004;303;29;126;3,41;0
00000000000000000005;303;1829;126,02;3,41;0
00000000000000000006;303;922;126,14;3,42;0
00000000000000000007;303;28;126,18;3,42;0
00000000000000000008;303;1558;125,86;3,41;0
00000000000000000009;303;768;126;3,41;0
00000000000000000010;303;610;126;3,41;0
00000000000000000011;303;733;126,06;3,41;0
00000000000000000012;303;2063;126,14;3,42;0
00000000000000000013;303;610;114,84;3,11;0
00000000000000000014;303;1308;125,9;3,41;0
00000000000000000015;303;779;126;3,77;0
00000000000000000016;303;2151;125,86;3,41;0
00000000000000000017;303;768;126,18;3,42;0
00000000000000000018;303;41;126;3,41;0
00000000000000000019;303;1100;126,22;3,42;0
00000000000000000020;303;764;114,92;3,11;0
00000000000000000021;303;1069;126,22;3,42;0
00000000000000000022;303;29;126,18;3,42;0
00000000000000000023;303;560;126,32;3,42;0
00000000000000000024;303;29;125,88;3,41;0
00000000000000000025;303;915;125,9;3,41;0
00000000000000000026;303;42;126,34;3,42;0
00000000000000000027;303;1737;126,16;3,42;0
00000000000000000028;303;794;126,34;3,42;0
00000000000000000029;303;28;114,9;3,11;0
00000000000000000030;303;3867;126,08;3,42;0
00000000000000000031;303;2004;126;3,41;0
00000000000000000032;303;946;126,04;3,41;0
00000000000000000033;303;1040;125,88;3,41;0
00000000000000000034;303;610;126;3,41;0
00000000000000000035;303;768;126;3,41;0
00000000000000000036;303;952;126,16;3,42;0
00000000000000000037;303;560;125,9;3,41;0
00000000000000000038;303;1116;126,32;3,42;0
00000000000000000039;303;1594;126,08;3,42;0
00000000000000000040;303;485;126,04;3,41;0
00000000000000000041;303;610;126,18;3,42;0
00000000000000000042;303;1040;125,94;3,41;0
00000000000000000043;303;488;126;3,41;0
00000000000000000044;303;812;126,16;3,42;0
00000000000000000045;303;2004;126,04;3,41;0
00000000000000000046;303;462;126,22;3,42;0
00000000000000000047;303;1338;126,36;0,62;0
00000000000000000048;303;407;125,88;3,41;0
00000000000000000049;303;764;125,86;3,41;0
00000000000000000050;303;1116;126,32;3,42;0
00000000000000000001;305;325;25279,67;7,58;0
00000000000000000002;305;142;354,2;0,11;0
00000000000000000003;305;96;5323,26;1,6;0
00000000000000000004;305;383;8739,7;2,62;0
00000000000000000005;305;502;16289,13;16,29;0
00000000000000000006;305;324;2735,82;0,82;0
00000000000000000007;305;936;1901,24;0,57;0
00000000000000000008;305;1059;20225,43;30,34;0
00000000000000000009;305;462;9674,87;2,9;0
00000000000000000010;305;912;6517,27;6517,27;427
00000000000000000011;305;486;12030,62;3,61;0
00000000000000000012;305;288;1357,56;13,58;25
00000000000000000013;305;614;7539,09;2,26;0
00000000000000000014;305;2776;19894,68;19,89;0
00000000000000000015;305;1107;4124,75;6,19;0
00000000000000000016;305;1771;22314,41;6,69;0
00000000000000000017;305;113;3058,72;3,06;11
00000000000000000018;305;912;15098,67;4,53;0
00000000000000000019;305;527;46428,17;13,93;0
00000000000000000020;305;1062;51502,23;154,51;0
00000000000000000021;305;520;16730,58;8,37;0
00000000000000000022;305;24;13988,89;4,2;0
00000000000000000023;305;116;764,81;0,23;0
00000000000000000024;305;1771;10356,1;3,11;0
00000000000000000025;305;466;11596,64;3,48;0
00000000000000000026;305;709;5825,26;1,75;0
00000000000000000027;305;878;14418,91;4,33;29
00000000000000000028;305;1975;12791,35;1279,14;28
00000000000000000029;305;143;519,15;15,57;56
00000000000000000030;305;1872;13936,38;418,09;28
00000000000000000031;305;1765;323,99;323,99;6386
00000000000000000032;305;1872;23286,17;6,99;0
00000000000000000033;305;464;12905,13;3,87;0
00000000000000000034;305;1737;3351,94;2346,36;55
00000000000000000035;305;1151;26091,69;7,83;0
00000000000000000036;305;103;15542,7;4,66;0
00000000000000000037;305;1121;5390,03;1,62;0
00000000000000000038;305;1839;26071,76;782,15;22
00000000000000000039;305;1771;5431,85;1,63;0
00000000000000000040;305;486;7612,3;2,28;0
00000000000000000041;305;530;4518,8;1,36;0
00000000000000000042;305;1855;23348,14;233,48;0
00000000000000000043;305;397;17161,82;5,15;0
00000000000000000044;305;95;800,15;0,24;0
00000000000000000045;305;2965;7016,56;2,1;0
00000000000000000046;305;980;16332,39;4,9;0
00000000000000000047;305;486;21909,09;6,57;0
00000000000000000048;305;1146;12095,14;3,63;0
00000000000000000049;305;1975;395,85;0,12;0
00000000000000000050;305;1881;9799,63;2,94;0
00000000000000000001;311;61;14630,36;14630,36;10854
00000000000000000002;311;995;23690,62;23690,62;10968
00000000000000000001;313;326;28179,13;28179,13;4502
00000000000000000002;313;2403;393,84;393,84;7200
00000000000000000003;313;326;3725,77;3725,77;5193
00000000000000000004;313;231;2361,34;2361,34;5248
00000000000000000005;313;350;85,23;85,23;4225
00000000000000000006;313;179;242,83;242,83;6645
00000000000000000007;313;1370;105,24;105,24;2479
00000000000000000008;313;174;90,52;90,52;7510
00000000000000000009;313;377;4590,66;4590,66;7219
00000000000000000010;313;1024;6617,97;6617,97;7573
00000000000000000011;313;1370;72557,58;72557,58;7166
00000000000000000012;313;377;4274,47;4274,47;7269
00000000000000000013;313;198;1073,93;1073,93;7430
00000000000000000014;313;1502;2465,07;2465,07;7622
00000000000000000015;313;632;114402,83;114402,83;7673
00000000000000000016;313;1057;1074,79;1074,79;7618
00000000000000000017;313;1057;2129,69;2129,69;7566
00000000000000000018;313;357;80829,18;80829,18;6353
00000000000000000019;313;1502;5120,01;5120,01;7354
00000000000000000020;313;1057;0;0;0
00000000000000000021;313;198;7002,3;7002,3;6591
00000000000000000022;313;231;80,63;80,63;4266
00000000000000000023;313;1024;651,53;651,53;7068
00000000000000000024;313;357;78619,14;78619,14;6537
00000000000000000025;313;326;10653,99;10653,99;7647
00000000000000000026;313;1326;75563,68;75563,68;7348
00000000000000000027;313;231;40332,87;40332,87;3536
00000000000000000028;313;1057;917,7;917,7;7857
00000000000000000029;313;377;5516,19;5516,19;7136
00000000000000000030;313;34;159,59;159,59;7667
00000000000000000031;313;377;5003,35;5003,35;7612
00000000000000000032;313;350;280,84;280,84;7509
00000000000000000033;313;350;521,38;521,38;7737
00000000000000000034;313;1057;1254,56;1254,56;7219
00000000000000000001;315;35;0,15;0,15;10108
00000000000000000002;315;995;52652,95;52652,95;9738
00000000000000000001;318;253;786,97;786,97;7502
00000000000000000002;318;1575;15698,58;15698,58;4948
00000000000000000003;318;63;544,72;544,72;4730
00000000000000000004;318;2;28865,03;28865,03;6405
00000000000000000005;318;2;140,45;140,45;8103
00000000000000000006;318;1575;481,5;481,5;7613
00000000000000000007;318;964;435,54;435,54;7633
00000000000000000008;318;2;461,01;461,01;6250
00000000000000000009;318;1679;490,07;490,07;6683
00000000000000000010;318;681;906,19;906,19;7657
00000000000000000011;318;111;501,05;501,05;7948
00000000000000000012;318;1047;14767,73;14767,73;7685
00000000000000000013;318;892;349,71;349,71;7993
00000000000000000014;318;167;811,98;811,98;8326
00000000000000000001;319;1192;326,58;326,58;6526
00000000000000000002;319;873;110,34;110,34;4182
00000000000000000003;319;1078;620,23;620,23;2432
00000000000000000004;319;1554;27692,86;27692,86;1137
00000000000000000005;319;186;3748,18;3748,18;2933
00000000000000000006;319;1343;361,83;361,83;6897
00000000000000000007;319;347;60752,63;60752,63;4405
00000000000000000008;319;323;0;0;0
00000000000000000009;319;1568;751,82;751,82;3236
00000000000000000010;319;1651;93,95;93,95;7888
00000000000000000011;319;1538;31472,97;31472,97;6318
00000000000000000012;319;1226;85351,26;85351,26;7986
00000000000000000013;319;1969;2674,87;2674,87;6856
00000000000000000014;319;4104;36165,1;36165,1;7594
00000000000000000015;319;885;16408,35;16408,35;7752
00000000000000000016;319;1326;122427,63;122427,63;7480
00000000000000000017;319;180;31018,24;31018,24;6603
00000000000000000018;319;454;194,39;194,39;7122
00000000000000000019;319;1810;1103,43;1103,43;5484
00000000000000000020;319;2247;924,88;924,88;6942
00000000000000000021;319;1734;45577,08;45577,08;7347
00000000000000000022;319;1585;8716,35;8716,35;3718
00000000000000000023;319;7;375,79;375,79;2773
00000000000000000024;319;571;39,73;39,73;299
00000000000000000025;319;353;2113,27;2113,27;4512
00000000000000000026;319;1611;30795,03;30795,03;7852
00000000000000000027;319;4004;332,29;332,29;7258
00000000000000000028;319;4018;609,22;0,61;1
00000000000000000029;319;63;96,94;48,47;138
00000000000000000030;319;203;300,22;300,22;312
00000000000000000031;319;2538;31802,46;31802,46;5150
00000000000000000032;319;1185;845,04;845,04;6025
00000000000000000033;319;281;179,89;179,89;337
00000000000000000034;319;964;83878,39;83878,39;2619
00000000000000000035;319;218;2005,99;1003;124
00000000000000000036;319;369;454,15;454,15;6979
00000000000000000037;319;215;1422,82;1422,82;414
00000000000000000038;319;981;2123,59;2123,59;3165
00000000000000000039;319;204;873,92;873,92;5259
00000000000000000040;319;209;162,53;113,77;152
00000000000000000041;319;995;9365,21;9365,21;5289
00000000000000000042;319;2387;3201,53;3201,53;422
00000000000000000043;319;326;52576,41;52576,41;7834
00000000000000000044;319;259;324,17;324,17;6956
00000000000000000045;319;1522;840,39;840,39;6761
00000000000000000046;319;1226;30237,75;30237,75;7922
00000000000000000047;319;1217;19494,86;19494,86;825
00000000000000000048;319;1582;58074,75;58074,75;6667
00000000000000000049;319;1343;679,9;679,9;7494
00000000000000000050;319;1581;232,49;232,49;6249
00000000000000000001;322;4064;8692,41;8692,41;1930
00000000000000000002;322;4064;158,47;158,47;1838
00000000000000000003;322;4064;10066,41;10066,41;1899
00000000000000000004;322;4064;9642,43;9642,43;1869
00000000000000000005;322;4064;5363,77;5363,77;1838
00000000000000000006;322;4064;443,72;443,72;1960
00000000000000000001;349;3405;359454,12;1797,27;0
00000000000000000002;349;1075;339236,82;1696,18;0
00000000000000000003;349;397;4313914,24;21569,57;0
00000000000000000004;349;1829;1182412,86;5912,06;0
00000000000000000005;349;4728;112465,9;562,33;0
00000000000000000006;349;4088;0;0;0
00000000000000000007;349;2510;3763054,04;18815,27;0
00000000000000000008;349;2510;0;0;0
00000000000000000009;349;3298;319148,74;1595,74;0
00000000000000000010;349;75;2022029,77;10110,15;0
00000000000000000011;349;3082;606739,78;3033,7;0
00000000000000000012;349;981;1038702,98;5193,51;0
00000000000000000013;349;2510;7659343,81;38296,72;0
00000000000000000014;349;981;4319780,7;21598,9;0
00000000000000000015;349;2844;191563,96;957,82;0
00000000000000000016;349;65;19586,32;97,93;0
00000000000000000017;349;886;7301893,35;36509,47;0
00000000000000000018;349;4593;107012,75;535,06;0
00000000000000000019;349;1081;67922,83;339,61;0
00000000000000000020;349;590;12407442,7;62037,21;0
00000000000000000021;349;79;1806908,44;9034,54;0
00000000000000000022;349;3523;633427,73;3167,14;0
00000000000000000023;349;2342;654242,67;3271,21;0
00000000000000000024;349;2863;960791,97;4803,96;0
00000000000000000025;349;2510;0;0;0
00000000000000000026;349;4441;526048,69;2630,24;0
00000000000000000027;349;4088;4377766,02;21888,83;0
00000000000000000028;349;423;793237,58;3966,19;0
00000000000000000029;349;701;655233,41;3276,17;0
00000000000000000030;349;359;0;0;0
00000000000000000031;349;4604;95227,44;476,14;0
00000000000000000032;349;493;481296,44;2406,48;0
00000000000000000033;349;2822;0;0;0
00000000000000000034;349;2820;2613921,37;13069,61;0
00000000000000000035;349;1051;4249119,97;42491,2;0
00000000000000000036;349;413;37456,86;187,28;0
00000000000000000037;349;2835;1260040,46;6300,2;0
00000000000000000038;349;1850;3683409,7;18417,05;16
00000000000000000039;349;718;1737786,24;8688,93;0
00000000000000000040;349;314;1075175,44;5375,88;0
00000000000000000041;349;3866;2646467,24;13232,34;0
00000000000000000042;349;2510;4817954,83;24089,77;0
00000000000000000043;349;590;3501691,03;17508,46;0
00000000000000000044;349;2775;146763,32;733,82;0
00000000000000000045;349;2822;5565801,41;27829,01;0
00000000000000000046;349;4728;3149892,3;15749,46;0
00000000000000000047;349;4419;620429,42;3102,15;0
00000000000000000048;349;421;2113310,34;10566,55;0
00000000000000000049;349;921;4619094,98;23095,47;0
00000000000000000050;349;2792;684365,48;3421,83;0
00000000000000000001;352;3080;204174,38;2985,03;0
00000000000000000002;352;2792;762759,67;13760,18;0
00000000000000000003;352;935;159603,86;798,02;0
00000000000000000004;352;1641;211998,82;21199,88;0
00000000000000000005;352;935;878876,88;4394,38;0
00000000000000000006;352;935;389380,5;1946,9;0
00000000000000000007;352;935;189083,72;945,42;0
00000000000000000008;352;935;33912,53;169,56;0
00000000000000000009;352;1877;886367,74;265,91;0
00000000000000000010;352;935;331111,48;1655,56;0
00000000000000000011;352;935;1055235,73;5276,18;0
00000000000000000012;352;935;32853,07;164,27;0
00000000000000000013;352;1641;40826,29;4082,63;0
00000000000000000014;352;935;2031094,29;10155,47;0
00000000000000000015;352;31;137013,82;1508,52;0
00000000000000000016;352;935;438041,29;2190,21;0
00000000000000000017;352;935;54533,99;272,67;0
00000000000000000018;352;1877;1321354,41;396,41;0
00000000000000000019;352;1877;516813,05;155,04;0
00000000000000000020;352;1877;53885,38;16,17;0
00000000000000000021;352;935;37555,52;187,78;0
00000000000000000022;352;935;98914,65;494,57;0
00000000000000000023;352;935;587705,32;2938,53;0
00000000000000000024;352;935;141308,26;706,54;0
00000000000000000025;352;1877;365204,06;109,56;0
00000000000000000026;352;1877;1707517,85;512,26;0
00000000000000000027;352;3153;16954,85;247,88;0
00000000000000000028;352;3153;133821,75;1956,47;0
00000000000000000029;352;935;220742,09;1103,71;0
00000000000000000030;352;1877;1542076,65;462,62;0
00000000000000000031;352;935;527777,61;2638,89;0
00000000000000000032;352;3080;2400225,48;35091,3;0
00000000000000000033;352;935;97695,95;488,48;0
00000000000000000034;352;935;138865,74;694,33;0
00000000000000000035;352;935;215598,42;1077,99;0
00000000000000000036;352;935;285476,96;1427,38;0
00000000000000000037;352;1877;53933,9;16,18;0
00000000000000000038;352;935;1043964,49;5219,82;0
00000000000000000039;352;935;286288,15;1431,44;0
00000000000000000040;352;206;286882,6;717,21;0
00000000000000000041;352;935;1406232,57;7031,16;0
00000000000000000042;352;1877;151515,18;45,45;0
00000000000000000043;352;206;965793,07;2414,48;0
00000000000000000044;352;3080;125317,3;1832,14;0
00000000000000000045;352;935;407476,07;2037,38;0
00000000000000000046;352;935;180124,21;900,62;0
00000000000000000047;352;935;472132,83;2360,66;0
